number,rank,code,title,open_date,sales,sales_acc,audience,audience_acc,screen,show,date
9,9,20165045,머니백,2018-04-12,99963700,262111300,12015,32760,463,933,2018-04-14
10,10,20170669,지금 만나러 갑니다,2018-03-14,80682900,20620801728,9325,2579560,203,316,2018-04-14
1,1,20176917,램페이지,2018-04-12,2016598e3,5990598072,229406,686620,909,4474,2018-04-15
2,2,20181788,콰이어트 플레이스,2018-04-12,630431600,2327259664,70250,265699,659,2732,2018-04-15
3,3,20171122,레디 플레이어 원,2018-03-28,615113600,18172660271,66630,2066114,583,1915,2018-04-15
4,4,20153447,바람 바람 바람,2018-04-05,515724e3,8253707683,57646,1009647,619,2503,2018-04-15
5,5,20182352,"그날, 바다",2018-04-12,472535500,1509437400,55366,178265,565,1599,2018-04-15
6,6,20180804,곤지암,2018-03-28,462040800,20518872644,52792,2567317,586,1969,2018-04-15
7,7,20181561,덕구,2018-04-05,158967700,1893778500,19907,247764,354,642,2018-04-15
8,8,20182221,스파키,2018-04-12,90191700,200846e3,11936,26704,312,461,2018-04-15
9,9,20165045,머니백,2018-04-12,61189400,323300700,7349,40109,439,834,2018-04-15
10,10,20170669,지금 만나러 갑니다,2018-03-14,59145500,20679947228,6923,2586483,198,308,2018-04-15
1,1,20176917,램페이지,2018-04-12,480892900,6471490972,59825,746445,829,4077,2018-04-16
2,2,20182352,"그날, 바다",2018-04-12,261960700,1771398100,33962,212227,545,1649,2018-04-16
3,3,20181788,콰이어트 플레이스,2018-04-12,204679700,2531939364,25204,290903,554,2403,2018-04-16
4,4,20153447,바람 바람 바람,2018-04-05,176245600,8429953283,22433,1032080,550,2439,2018-04-16
5,5,20171122,레디 플레이어 원,2018-03-28,141392100,18314052371,16533,2082647,507,1668,2018-04-16
6,6,20180804,곤지암,2018-03-28,109182800,20628055444,13543,2580860,499,1682,2018-04-16
7,7,20181561,덕구,2018-04-05,39794300,1933572800,5565,253329,319,615,2018-04-16
8,8,20165045,머니백,2018-04-12,23920500,347221200,3203,43312,407,769,2018-04-16
9,9,20170669,지금 만나러 갑니다,2018-03-14,22555500,20702502728,3022,2589505,202,324,2018-04-16
10,10,20128386,라이프 오브 파이,2013-01-01,17994500,16112614900,1815,1616238,79,186,2018-04-16
1,1,20176917,램페이지,2018-04-12,415063e3,6886553972,51625,798070,836,4056,2018-04-17
2,2,20182352,"그날, 바다",2018-04-12,177765800,1949163900,23224,235451,568,1687,2018-04-17
3,3,20181788,콰이어트 플레이스,2018-04-12,179750700,2711690064,22294,313197,560,2365,2018-04-17
4,4,20153447,바람 바람 바람,2018-04-05,169063600,8599016883,21724,1053804,561,2388,2018-04-17
5,5,20171122,레디 플레이어 원,2018-03-28,126331100,18440383471,14694,2097341,515,1669,2018-04-17
6,6,20180804,곤지암,2018-03-28,95961900,20724017344,11893,2592753,491,1610,2018-04-17
7,7,20181561,덕구,2018-04-05,38168800,1971741600,5397,258726,307,606,2018-04-17
8,8,20165045,머니백,2018-04-12,23066200,370287400,3186,46498,387,711,2018-04-17
9,9,20170669,지금 만나러 갑니다,2018-03-14,18654900,20721157628,2496,2592001,201,312,2018-04-17
10,10,20182327,달링,2018-04-12,1366e4,171816200,1885,21775,132,334,2018-04-17
1,1,20176917,램페이지,2018-04-12,427515400,7314069372,53269,851339,857,4103,2018-04-18
2,2,20182352,"그날, 바다",2018-04-12,175089400,2124253300,22904,258355,611,1860,2018-04-18
3,3,20181788,콰이어트 플레이스,2018-04-12,181827e3,2893517064,22451,335648,553,2296,2018-04-18
4,4,20153447,바람 바람 바람,2018-04-05,161380200,8760397083,20656,1074460,562,2356,2018-04-18
5,5,20171122,레디 플레이어 원,2018-03-28,127557100,18567940571,14871,2112212,500,1653,2018-04-18
6,6,20180804,곤지암,2018-03-28,92532400,20816549744,11576,2604329,499,1607,2018-04-18
7,7,20181561,덕구,2018-04-05,39707e3,2011448600,5715,264441,328,641,2018-04-18
8,8,20165045,머니백,2018-04-12,19257800,389545200,2695,49193,363,659,2018-04-18
9,9,20170669,지금 만나러 갑니다,2018-03-14,19106300,20740263928,2559,2594560,205,330,2018-04-18
10,10,20128386,라이프 오브 파이,2013-01-01,17978100,16147576e3,1800,1619762,77,185,2018-04-18
1,1,20176917,램페이지,2018-04-12,362165600,7676234972,44323,895662,737,3350,2018-04-19
2,2,20177266,나를 기억해,2018-04-19,153116700,161263500,18797,19630,484,2272,2018-04-19
3,3,20182352,"그날, 바다",2018-04-12,144004e3,2268257300,18235,276590,569,1632,2018-04-19
4,4,20181788,콰이어트 플레이스,2018-04-12,134169300,3027686364,16085,351733,457,1589,2018-04-19
5,5,20153447,바람 바람 바람,2018-04-05,110122600,8870519683,13827,1088287,456,1481,2018-04-19
6,6,20171122,레디 플레이어 원,2018-03-28,113144800,18681085371,12565,2124777,429,1129,2018-04-19
7,7,20180804,곤지암,2018-03-28,69530800,20886080544,8387,2612716,375,863,2018-04-19
8,8,20182701,크리미널 스쿼드,2018-04-19,36684600,39376600,4826,5165,362,803,2018-04-19
9,9,20181561,덕구,2018-04-05,29876100,2041324700,4116,268557,219,420,2018-04-19
10,10,20182494,몬태나,2018-04-19,27613900,45352400,3775,5821,273,561,2018-04-19
1,1,20176917,램페이지,2018-04-12,590253190,8266488162,66901,962563,782,3566,2018-04-20
2,2,20181788,콰이어트 플레이스,2018-04-12,219241991,3246928355,24396,376129,471,1657,2018-04-20
3,3,20182352,"그날, 바다",2018-04-12,208542100,2476799400,24261,300851,609,1778,2018-04-20
4,4,20177266,나를 기억해,2018-04-19,203622310,364885810,22593,42223,514,2378,2018-04-20
5,5,20171122,레디 플레이어 원,2018-03-28,190529600,18871614971,19446,2144223,444,1187,2018-04-20
6,6,20153447,바람 바람 바람,2018-04-05,151801099,9022320782,17175,1105462,483,1553,2018-04-20
7,7,20180804,곤지암,2018-03-28,96549600,20982630144,10770,2623486,392,908,2018-04-20
8,8,20181561,덕구,2018-04-05,37915300,207924e4,4983,273540,234,451,2018-04-20
9,9,20182701,크리미널 스쿼드,2018-04-19,39846100,79222700,4780,9945,348,755,2018-04-20
10,10,20182494,몬태나,2018-04-19,30339700,75692100,3715,9536,276,559,2018-04-20
1,1,20176917,램페이지,2018-04-12,1338676165,9605164327,149582,1112145,887,4242,2018-04-21
2,2,20181788,콰이어트 플레이스,2018-04-12,414776072,3661704427,45273,421402,513,1796,2018-04-21
3,3,20182352,"그날, 바다",2018-04-12,367223500,2844022900,41908,342759,643,2045,2018-04-21
4,4,20171122,레디 플레이어 원,2018-03-28,406654e3,19278268971,41303,2185526,503,1316,2018-04-21
5,5,20177266,나를 기억해,2018-04-19,304255235,669141045,33511,75734,545,2370,2018-04-21
6,6,20153447,바람 바람 바람,2018-04-05,240752993,9263073775,26596,1132058,489,1583,2018-04-21
7,7,20180804,곤지암,2018-03-28,193444900,21176075044,21697,2645183,427,961,2018-04-21
8,8,20182360,정글번치: 최강 악당의 등장,2018-04-19,92048900,123143200,11623,15397,313,482,2018-04-21
9,9,20181561,덕구,2018-04-05,77166700,2156406700,9611,283151,249,486,2018-04-21
10,10,20182701,크리미널 스쿼드,2018-04-19,49741500,128964200,5650,15595,338,671,2018-04-21
1,1,20176917,램페이지,2018-04-12,1332310500,10937474827,147341,1259486,879,4188,2018-04-22
2,2,20182352,"그날, 바다",2018-04-12,379433300,3223456200,43026,385785,639,1995,2018-04-22
3,3,20181788,콰이어트 플레이스,2018-04-12,363818700,4025523127,39105,460507,515,1761,2018-04-22
4,4,20171122,레디 플레이어 원,2018-03-28,365108700,19643377671,37070,2222596,494,1298,2018-04-22
5,5,20177266,나를 기억해,2018-04-19,291744700,960885745,31541,107275,522,2198,2018-04-22
6,6,20153447,바람 바람 바람,2018-04-05,24921e4,9512283775,27399,1159457,492,1558,2018-04-22
7,7,20180804,곤지암,2018-03-28,156469e3,21332544044,17253,2662436,416,928,2018-04-22
8,8,20182360,정글번치: 최강 악당의 등장,2018-04-19,127444700,250587900,15690,31087,331,515,2018-04-22
9,9,20181561,덕구,2018-04-05,80252100,2236658800,9658,292809,246,476,2018-04-22
10,10,20182701,크리미널 스쿼드,2018-04-19,52407700,181371900,5967,21562,338,633,2018-04-22
1,1,20176917,램페이지,2018-04-12,353715900,11291190727,43247,1302733,799,3702,2018-04-23
2,2,20182352,"그날, 바다",2018-04-12,133871300,3357327500,16952,402737,564,1893,2018-04-23
3,3,20177266,나를 기억해,2018-04-19,111802e3,1072687745,13880,121155,499,2088,2018-04-23
4,4,20153447,바람 바람 바람,2018-04-05,108671e3,9620954775,13678,1173135,475,1546,2018-04-23
5,5,20181788,콰이어트 플레이스,2018-04-12,109020700,4134543827,13131,473638,464,1615,2018-04-23
6,6,20171122,레디 플레이어 원,2018-03-28,91647500,19735025171,10166,2232762,446,1167,2018-04-23
7,7,20180804,곤지암,2018-03-28,42851900,21375395944,5227,2667663,361,781,2018-04-23
8,8,20181561,덕구,2018-04-05,27844300,2264503100,3824,296633,224,452,2018-04-23
9,9,20182494,몬태나,2018-04-19,23363700,189614100,3170,23424,251,462,2018-04-23
10,10,20182701,크리미널 스쿼드,2018-04-19,22994100,204366e3,3003,24565,327,630,2018-04-23
1,1,20176917,램페이지,2018-04-12,284690700,11575881427,35186,1337919,817,3615,2018-04-24
2,2,20182352,"그날, 바다",2018-04-12,125903100,3483230600,16257,418994,596,1866,2018-04-24
3,3,20177266,나를 기억해,2018-04-19,98538500,1171226245,12225,133380,497,2010,2018-04-24
4,4,20182561,당갈,2018-04-25,100807e3,151476e3,11868,18043,54,54,2018-04-24
5,5,20181788,콰이어트 플레이스,2018-04-12,97671900,4232215727,11854,485492,480,1575,2018-04-24
6,6,20153447,바람 바람 바람,2018-04-05,93297500,9714252275,11832,1184967,480,1521,2018-04-24
7,7,20171122,레디 플레이어 원,2018-03-28,88761700,19823786871,9697,2242459,442,1140,2018-04-24
8,8,20180804,곤지암,2018-03-28,38293600,21413689544,4645,2672308,347,720,2018-04-24
9,9,20181561,덕구,2018-04-05,26619200,2291122300,3739,300372,230,449,2018-04-24
10,10,20182494,몬태나,2018-04-19,19593e3,209207100,2664,26088,242,452,2018-04-24
1,1,20177478,어벤져스: 인피니티 워,2018-04-25,6929339100,6938699100,980052,980676,2460,11429,2018-04-25
2,2,20182352,"그날, 바다",2018-04-12,70178200,3553408800,11280,430274,366,674,2018-04-25
3,3,20182561,당갈,2018-04-25,65090500,216566500,7976,26019,261,396,2018-04-25
4,4,20167007,살인소설,2018-04-25,49784e3,70136e3,7827,10371,427,842,2018-04-25
5,5,20176917,램페이지,2018-04-12,44254100,11620135527,7263,1345182,362,588,2018-04-25
6,6,20181788,콰이어트 플레이스,2018-04-12,19009600,4251225327,2869,488361,147,207,2018-04-25
7,7,20153447,바람 바람 바람,2018-04-05,12713400,9726965675,2023,1186990,94,138,2018-04-25
8,8,20177266,나를 기억해,2018-04-19,10881500,1182107745,1544,134924,217,252,2018-04-25
9,9,20176101,클레어의 카메라,2018-04-25,8046300,9710300,1255,1463,63,131,2018-04-25
10,10,20181561,덕구,2018-04-05,7176500,2298298800,1197,301569,55,71,2018-04-25
1,1,20177478,어벤져스: 인피니티 워,2018-04-25,5195918900,12134618e3,595680,1576356,2394,11629,2018-04-26
2,2,20182352,"그날, 바다",2018-04-12,61046100,3614454900,7832,438106,392,697,2018-04-26
3,3,20167007,살인소설,2018-04-25,40861400,110997400,5260,15631,434,863,2018-04-26
4,4,20176917,램페이지,2018-04-12,35383700,11655519227,4402,1349584,345,590,2018-04-26
5,5,20181788,콰이어트 플레이스,2018-04-12,21979600,4273204927,2639,491e3,151,215,2018-04-26
6,6,20182561,당갈,2018-04-25,17026100,233592600,2235,28254,250,444,2018-04-26
7,7,20153447,바람 바람 바람,2018-04-05,10313500,9737279175,1354,1188344,79,125,2018-04-26
8,8,20177005,레슬러,2018-05-09,1008e4,20484e3,1260,2626,6,6,2018-04-26
9,9,19990050,박하사탕,2000-01-01,8052e3,20278500,884,2218,33,78,2018-04-26
10,10,20183195,레오나르도 다 빈치,2018-04-26,6951300,13211300,871,1615,65,67,2018-04-26
1,1,20177478,어벤져스: 인피니티 워,2018-04-25,7026068870,19160686870,739915,2316271,2460,12190,2018-04-27
2,2,20182352,"그날, 바다",2018-04-12,78228500,3692683400,9165,447271,376,671,2018-04-27
3,3,20167007,살인소설,2018-04-25,51158400,162155800,5939,21570,429,831,2018-04-27
4,4,20176917,램페이지,2018-04-12,45968030,11701487257,5361,1354945,343,559,2018-04-27
5,5,20181788,콰이어트 플레이스,2018-04-12,31458154,4304663081,3467,494467,139,201,2018-04-27
6,6,20182561,당갈,2018-04-25,25816700,259409300,3006,31260,252,418,2018-04-27
7,7,20183195,레오나르도 다 빈치,2018-04-26,14924400,28135700,1845,3460,84,90,2018-04-27
8,8,20153447,바람 바람 바람,2018-04-05,9743600,9747022775,1158,1189502,78,125,2018-04-27
9,9,20181561,덕구,2018-04-05,6268800,2309900800,949,303350,42,60,2018-04-27
10,10,20177962,당신의 부탁,2018-04-19,6913728,181681228,786,22606,47,56,2018-04-27
1,1,20177478,어벤져스: 인피니티 워,2018-04-25,12300438261,31461125131,1333310,3649581,2553,13185,2018-04-28
2,2,20182352,"그날, 바다",2018-04-12,130199700,3822883100,14820,462091,364,585,2018-04-28
3,3,20176917,램페이지,2018-04-12,77575539,11779062796,9122,1364067,301,466,2018-04-28
4,4,20167007,살인소설,2018-04-25,72385700,234541500,8481,30051,405,713,2018-04-28
5,5,20183195,레오나르도 다 빈치,2018-04-26,55219e3,83354700,6793,10253,150,232,2018-04-28
6,6,20181788,콰이어트 플레이스,2018-04-12,42497868,4347160949,4766,499233,133,180,2018-04-28
7,7,20182561,당갈,2018-04-25,39274800,298684100,4551,35811,232,338,2018-04-28
8,8,20182990,아기곰 보보 구출 대작전,2018-04-25,28273800,42862500,3678,5730,207,266,2018-04-28
9,9,19990050,박하사탕,2000-01-01,14134e3,39827e3,1483,4299,35,77,2018-04-28
10,10,20153447,바람 바람 바람,2018-04-05,10375400,9757398175,1288,1190790,57,88,2018-04-28
1,1,20177478,어벤져스: 인피니티 워,2018-04-25,10307604400,41768729531,1114972,4764553,2548,12947,2018-04-29
2,2,20182352,"그날, 바다",2018-04-12,121650300,3944533400,14213,476304,367,575,2018-04-29
3,3,20176917,램페이지,2018-04-12,73164900,11852227696,8596,1372663,287,423,2018-04-29
4,4,20167007,살인소설,2018-04-25,72583300,307124800,8319,38370,406,693,2018-04-29
5,5,20183195,레오나르도 다 빈치,2018-04-26,64176700,147531400,7889,18142,150,240,2018-04-29
6,6,20182561,당갈,2018-04-25,42295800,340979900,5035,40846,229,335,2018-04-29
7,7,20181788,콰이어트 플레이스,2018-04-12,32289300,4379450249,3647,502880,118,166,2018-04-29
8,8,20182990,아기곰 보보 구출 대작전,2018-04-25,2785e4,70712500,3610,9340,191,244,2018-04-29
9,9,20181561,덕구,2018-04-05,8862800,2325778800,1213,305476,43,59,2018-04-29
10,10,20182360,정글번치: 최강 악당의 등장,2018-04-19,7832200,280565300,1054,35403,43,56,2018-04-29
1,1,20177478,어벤져스: 인피니티 워,2018-04-25,4360227e3,46128956531,495789,5260342,2462,12257,2018-04-30
2,2,20182352,"그날, 바다",2018-04-12,77089500,4021622900,9993,486297,415,703,2018-04-30
3,3,20176917,램페이지,2018-04-12,4292e4,11895147696,5614,1378277,300,489,2018-04-30
4,4,20167007,살인소설,2018-04-25,40174700,347299500,5252,43622,410,745,2018-04-30
5,5,20182561,당갈,2018-04-25,31219100,372199e3,4078,44924,242,384,2018-04-30
6,6,20181788,콰이어트 플레이스,2018-04-12,24098700,4403548949,2928,505808,127,198,2018-04-30
7,7,20189783,챔피언,2018-05-01,24546e3,30074e3,2760,3455,11,11,2018-04-30
8,8,20177005,레슬러,2018-05-09,20403e3,40887e3,2552,5178,14,14,2018-04-30
9,9,20153447,바람 바람 바람,2018-04-05,8525200,9774357575,1131,1192917,64,116,2018-04-30
10,10,20183195,레오나르도 다 빈치,2018-04-26,8245700,155777100,1127,19269,90,109,2018-04-30
1,1,20177478,어벤져스: 인피니티 워,2018-04-25,6013244200,52142200731,717324,5977666,2141,10730,2018-05-01
2,2,20189783,챔피언,2018-05-01,1101397100,1131471100,139967,143422,795,3892,2018-05-01
3,3,20182352,"그날, 바다",2018-04-12,73469700,4095092600,9958,496255,258,396,2018-05-01
4,4,20183195,레오나르도 다 빈치,2018-04-26,45921600,201698700,6353,25622,135,198,2018-05-01
5,5,20182990,아기곰 보보 구출 대작전,2018-04-25,29083e3,105708e3,4256,14536,143,169,2018-05-01
6,6,20182561,당갈,2018-04-25,28724800,400923800,3922,48846,185,225,2018-05-01
7,7,20176917,램페이지,2018-04-12,19432600,11914580296,2607,1380884,110,146,2018-05-01
8,8,20167007,살인소설,2018-04-25,16744900,364044400,2308,45930,271,346,2018-05-01
9,9,20181788,콰이어트 플레이스,2018-04-12,10874600,4414423549,1392,507200,64,85,2018-05-01
10,10,20178522,콜 미 바이 유어 네임,2018-03-22,7632e3,1532990300,926,184226,15,20,2018-05-01
